0, 0, Header, 1, 2, 1000
1, 0, Start_track
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, Tempo, 1000000
1, 0, Copyright_t, "Direitos autorais © "
1, 8000, Tempo, 750000
1, 16000, Tempo, 750000
1, 16000, Tempo, 1000000
1, 16000, Time_signature, 3, 2, 24, 8
1, 22000, Tempo, 750000
1, 28000, Tempo, 750000
1, 28000, Tempo, 1000000
1, 28000, Time_signature, 2, 2, 24, 8
1, 32000, Tempo, 750000
1, 36000, Tempo, 750000
1, 36000, Tempo, 1000000
1, 36000, Time_signature, 2, 1, 48, 8
1, 44000, Tempo, 750000
1, 52000, Tempo, 750000
1, 52000, Tempo, 1000000
1, 52000, Time_signature, 3, 3, 36, 8
1, 53500, Tempo, 750000
1, 55000, Tempo, 750000
1, 55000, Tempo, 1000000
1, 55000, Time_signature, 6, 3, 36, 8
1, 58000, Tempo, 750000
1, 61000, Tempo, 750000
1, 61000, Tempo, 1000000
1, 61000, Time_signature, 9, 3, 36, 8
1, 65500, Tempo, 750000
1, 70000, Tempo, 750000
1, 70000, Tempo, 1000000
1, 70000, Time_signature, 12, 3, 36, 8
1, 76000, Tempo, 750000
1, 82000, Tempo, 750000
1, 82000, Tempo, 1000000
1, 82000, Time_signature, 4, 2, 24, 8
1, 82001, End_track
2, 0, Start_track
2, 0, Program_c, 0, 1
2, 0, Control_c, 0, 121, 0
2, 0, Control_c, 0, 64, 0
2, 0, Control_c, 0, 91, 48
2, 0, Control_c, 0, 10, 64
2, 0, Control_c, 0, 7, 100
2, 0, Title_t, " "
2, 0, Note_on_c, 0, 72, 76
2, 1000, Note_off_c, 0, 72, 0
2, 1000, Note_on_c, 0, 67, 75
2, 2000, Note_off_c, 0, 67, 0
2, 2000, Note_on_c, 0, 72, 78
2, 3000, Note_off_c, 0, 72, 0
2, 3000, Note_on_c, 0, 76, 78
2, 4250, Note_off_c, 0, 76, 0
2, 4250, Note_on_c, 0, 72, 75
2, 5250, Note_off_c, 0, 72, 0
2, 5250, Note_on_c, 0, 67, 74
2, 6250, Note_off_c, 0, 67, 0
2, 6250, Note_on_c, 0, 72, 78
2, 7250, Note_off_c, 0, 72, 0
2, 7250, Note_on_c, 0, 76, 78
2, 8500, Note_off_c, 0, 76, 0
2, 8500, Note_on_c, 0, 72, 75
2, 9500, Note_off_c, 0, 72, 0
2, 9500, Note_on_c, 0, 67, 73
2, 10500, Note_off_c, 0, 67, 0
2, 10500, Note_on_c, 0, 72, 78
2, 11500, Note_off_c, 0, 72, 0
2, 11500, Note_on_c, 0, 76, 79
2, 12750, Note_off_c, 0, 76, 0
2, 12750, Note_on_c, 0, 72, 75
2, 13750, Note_off_c, 0, 72, 0
2, 13750, Note_on_c, 0, 67, 73
2, 14750, Note_off_c, 0, 67, 0
2, 14750, Note_on_c, 0, 72, 78
2, 15750, Note_off_c, 0, 72, 0
2, 15750, Note_on_c, 0, 76, 84
2, 16000, Note_off_c, 0, 76, 0
2, 16000, Note_on_c, 0, 72, 77
2, 17000, Note_off_c, 0, 72, 0
2, 17000, Note_on_c, 0, 67, 72
2, 18000, Note_off_c, 0, 67, 0
2, 18000, Note_on_c, 0, 76, 79
2, 19250, Note_off_c, 0, 76, 0
2, 19250, Note_on_c, 0, 72, 75
2, 20250, Note_off_c, 0, 72, 0
2, 20250, Note_on_c, 0, 67, 74
2, 21250, Note_off_c, 0, 67, 0
2, 21250, Note_on_c, 0, 76, 79
2, 22500, Note_off_c, 0, 76, 0
2, 22500, Note_on_c, 0, 72, 75
2, 23500, Note_off_c, 0, 72, 0
2, 23500, Note_on_c, 0, 67, 73
2, 24500, Note_off_c, 0, 67, 0
2, 24500, Note_on_c, 0, 76, 80
2, 25750, Note_off_c, 0, 76, 0
2, 25750, Note_on_c, 0, 72, 76
2, 26750, Note_off_c, 0, 72, 0
2, 26750, Note_on_c, 0, 67, 73
2, 27750, Note_off_c, 0, 67, 0
2, 27750, Note_on_c, 0, 76, 85
2, 28000, Note_off_c, 0, 76, 0
2, 28000, Note_on_c, 0, 72, 78
2, 29000, Note_off_c, 0, 72, 0
2, 29000, Note_on_c, 0, 76, 78
2, 30250, Note_off_c, 0, 76, 0
2, 30250, Note_on_c, 0, 72, 75
2, 31250, Note_off_c, 0, 72, 0
2, 31250, Note_on_c, 0, 76, 77
2, 32500, Note_off_c, 0, 76, 0
2, 32500, Note_on_c, 0, 72, 75
2, 33500, Note_off_c, 0, 72, 0
2, 33500, Note_on_c, 0, 76, 78
2, 34750, Note_off_c, 0, 76, 0
2, 34750, Note_on_c, 0, 72, 75
2, 35750, Note_off_c, 0, 72, 0
2, 35750, Note_on_c, 0, 76, 83
2, 36000, Note_off_c, 0, 76, 0
2, 36000, Note_on_c, 0, 72, 76
2, 37000, Note_off_c, 0, 72, 0
2, 37000, Note_on_c, 0, 67, 72
2, 38000, Note_off_c, 0, 67, 0
2, 38000, Note_on_c, 0, 72, 78
2, 39000, Note_off_c, 0, 72, 0
2, 39000, Note_on_c, 0, 76, 78
2, 40250, Note_off_c, 0, 76, 0
2, 40250, Note_on_c, 0, 72, 75
2, 41250, Note_off_c, 0, 72, 0
2, 41250, Note_on_c, 0, 67, 74
2, 42250, Note_off_c, 0, 67, 0
2, 42250, Note_on_c, 0, 72, 78
2, 43250, Note_off_c, 0, 72, 0
2, 43250, Note_on_c, 0, 76, 78
2, 44500, Note_off_c, 0, 76, 0
2, 44500, Note_on_c, 0, 72, 75
2, 45500, Note_off_c, 0, 72, 0
2, 45500, Note_on_c, 0, 67, 73
2, 46500, Note_off_c, 0, 67, 0
2, 46500, Note_on_c, 0, 72, 78
2, 47500, Note_off_c, 0, 72, 0
2, 47500, Note_on_c, 0, 76, 79
2, 48750, Note_off_c, 0, 76, 0
2, 48750, Note_on_c, 0, 72, 75
2, 49750, Note_off_c, 0, 72, 0
2, 49750, Note_on_c, 0, 67, 73
2, 50750, Note_off_c, 0, 67, 0
2, 50750, Note_on_c, 0, 72, 78
2, 51750, Note_off_c, 0, 72, 0
2, 51750, Note_on_c, 0, 76, 84
2, 52000, Note_off_c, 0, 76, 0
2, 52000, Note_on_c, 0, 72, 77
